Fecha;País;Marca;Cliente;Ingresos;Gastos
8/03/2022;México;Cybernova;Sector público;50520,20;$27161,4
8/03/2022;Perú;NexTec;Grandes clientes;5040,96;$4248
9/03/2022;México;NeuroNet;Sector público;2750907,18;$2173969,2
10/03/2022;Perú;Cybernova;Sector público;448875,00;$351000
12/03/2022;Argentina;Cybernova;Consumidores finales;409961,54;$359040
13/03/2022;Argentina;OmegaTech;Sector público;430452,75;$351390
13/03/2022;Perú;NeuroNet;Sector público;52300,16;$28424
14/03/2022;Perú;Cybernova;Consumidores finales;114349,04;$97080
14/03/2022;Chile;NexTec;Sector público;801444,00;$684320
14/03/2022;Perú;Cybernova;Pequeñas y medianas empresas;91182,00;$83500
15/03/2022;Perú;NexTec;Sector público;16012,67;$12039,6
15/03/2022;Chile;NexTec;Sector público;236766,60;$185140,8
16/03/2022;México;NeuroNet;Consumidores finales;51202,38;$47865,6
17/03/2022;Argentina;NexTec;Instituciones educativas;49584,77;$35166,5
17/03/2022;Chile;Innovatech;Consumidores finales;362149,04;$354480
18/03/2022;Argentina;NexTec;Sector público;23588,80;$12820
19/03/2022;Perú;NeuroNet;Sector público;238609,00;$199160
20/03/2022;Argentina;OmegaTech;Instituciones educativas;29104,20;$20424
21/03/2022;México;OmegaTech;Sector público;438564,00;$354120
21/03/2022;Argentina;Cybernova;Pequeñas y medianas empresas;282435,00;$247750
22/03/2022;México;NexTec;Pequeñas y medianas empresas;313500,00;$275000
22/03/2022;Perú;NeuroNet;Pequeñas y medianas empresas;356250,00;$312500
23/03/2022;Argentina;NeuroNet;Instituciones educativas;9225,00;$6150
24/03/2022;Chile;Cybernova;Consumidores finales;540027,12;$458472
24/03/2022;Argentina;NexTec;Consumidores finales;921436,69;$842456,4
25/03/2022;Chile;Cybernova;Grandes clientes;39926,22;$33645,69
26/03/2022;Uruguay;Cybernova;Consumidores finales;183947,60;$171960
27/03/2022;Uruguay;Cybernova;Instituciones educativas;78408,00;$52272
27/03/2022;Perú;Cybernova;Sector público;6203,01;$5152
28/03/2022;Perú;OmegaTech;Grandes clientes;89622,18;$77260,5
30/03/2022;Chile;NeuroNet;Pequeñas y medianas empresas;233091,00;$218250
30/03/2022;Uruguay;OmegaTech;Grandes clientes;53597,38;$41018,4
31/03/2022;México;Cybernova;Sector público;196479,36;$165859,2
1/04/2022;México;OmegaTech;Instituciones educativas;23083,80;$15389,2
1/04/2022;Perú;OmegaTech;Grandes clientes;41900,40;$31425,3
5/04/2022;Argentina;NeuroNet;Consumidores finales;427393,13;$374306,4
6/04/2022;Argentina;Cybernova;Sector público;608501,60;$475820,8
6/04/2022;Perú;OmegaTech;Pequeñas y medianas empresas;508032,00;$432000
7/04/2022;Chile;Cybernova;Instituciones educativas;34736,10;$23630
8/04/2022;Uruguay;NeuroNet;Instituciones educativas;29254,50;$21670
8/04/2022;Perú;Innovatech;Pequeñas y medianas empresas;62916,00;$53500
8/04/2022;Uruguay;Cybernova;Pequeñas y medianas empresas;875294,64;$828877,5
9/04/2022;Argentina;Cybernova;Sector público;18082,26;$12915,9
9/04/2022;Argentina;Cybernova;Sector público;52877,00;$27830
9/04/2022;Argentina;Cybernova;Sector público;2015987,40;$1663989,6
10/04/2022;Argentina;NeuroNet;Sector público;4366,32;$3390
10/04/2022;Chile;OmegaTech;Grandes clientes;15229,20;$11655
11/04/2022;Perú;OmegaTech;Grandes clientes;18540,00;$13905
12/04/2022;Argentina;Innovatech;Sector público;3790,50;$2850
12/04/2022;Argentina;Cybernova;Sector público;87783,70;$44787,6
13/04/2022;Uruguay;OmegaTech;Sector público;2647798,79;$2161468,4
14/04/2022;Argentina;NexTec;Consumidores finales;117973,56;$103320
15/04/2022;Chile;Innovatech;Sector público;32183,72;$16938,8
15/04/2022;Chile;OmegaTech;Pequeñas y medianas empresas;69402,00;$67250
16/04/2022;Uruguay;Innovatech;Consumidores finales;861585,58;$560300
16/04/2022;Chile;Innovatech;Sector público;69144,42;$36391,8
16/04/2022;México;Cybernova;Sector público;54115,40;$43431,3
17/04/2022;Perú;Innovatech;Grandes clientes;9609,60;$7920
19/04/2022;Perú;Innovatech;Sector público;108706,50;$92820
19/04/2022;Chile;OmegaTech;Sector público;120606,87;$63477,3
20/04/2022;Perú;OmegaTech;Instituciones educativas;9811,80;$7110
20/04/2022;Chile;NeuroNet;Instituciones educativas;11772,00;$8175
20/04/2022;México;NexTec;Sector público;10396,54;$8635
20/04/2022;Uruguay;Cybernova;Sector público;4981,00;$2930
20/04/2022;México;OmegaTech;Sector público;474976,60;$415105,6
21/04/2022;Perú;OmegaTech;Sector público;53257,60;$29920
21/04/2022;Chile;NexTec;Sector público;14713,50;$8655
22/04/2022;Argentina;Cybernova;Instituciones educativas;14203,73;$9863,7
22/04/2022;Chile;NeuroNet;Sector público;706387,50;$524745
22/04/2022;Argentina;OmegaTech;Pequeñas y medianas empresas;2771817,30;$2566497,5
23/04/2022;Uruguay;Cybernova;Instituciones educativas;52167,38;$39975
23/04/2022;México;OmegaTech;Consumidores finales;709061,54;$614520
23/04/2022;Chile;Innovatech;Sector público;655551,75;$547170
23/04/2022;Uruguay;Cybernova;Sector público;741157,46;$579551,7
24/04/2022;Uruguay;Cybernova;Instituciones educativas;4766,85;$3210
24/04/2022;Uruguay;NeuroNet;Instituciones educativas;18663,12;$13524
26/04/2022;Chile;NeuroNet;Instituciones educativas;17604,90;$12620
26/04/2022;México;NeuroNet;Sector público;15837,41;$13308,75
27/04/2022;México;Cybernova;Instituciones educativas;28795,95;$21570
27/04/2022;Uruguay;OmegaTech;Sector público;30001,00;$15790
27/04/2022;México;Innovatech;Sector público;44358,80;$25790
28/04/2022;Uruguay;NeuroNet;Pequeñas y medianas empresas;537085,08;$456705
28/04/2022;Perú;Cybernova;Grandes clientes;73581,68;$56893,05
30/04/2022;Chile;NexTec;Sector público;15620,85;$11745
1/05/2022;Chile;Cybernova;Sector público;7388,85;$5675
2/05/2022;Uruguay;NexTec;Pequeñas y medianas empresas;291186,72;$275745
3/05/2022;Argentina;NexTec;Instituciones educativas;16257,30;$11530
3/05/2022;México;Cybernova;Sector público;272888,00;$230360
4/05/2022;Perú;OmegaTech;Sector público;3828826,68;$2902317,6
5/05/2022;México;Innovatech;Sector público;438564,00;$354120
7/05/2022;Argentina;Innovatech;Instituciones educativas;16257,30;$11530
7/05/2022;México;NeuroNet;Consumidores finales;238072,15;$225086,4
7/05/2022;Uruguay;OmegaTech;Sector público;385581,00;$333060
9/05/2022;México;NexTec;Instituciones educativas;21801,60;$15140
11/05/2022;Argentina;Cybernova;Sector público;23282,91;$16630,65
13/05/2022;Chile;NexTec;Consumidores finales;806661,79;$691899,6
13/05/2022;Chile;Cybernova;Pequeñas y medianas empresas;588984,00;$533500
13/05/2022;Chile;Innovatech;Grandes clientes;38021,40;$31684,5
14/05/2022;México;NeuroNet;Consumidores finales;601300,77;$505335,6
14/05/2022;México;Cybernova;Sector público;1339477,23;$1093450,8
14/05/2022;Chile;NeuroNet;Sector público;2323,00;$1952,1
14/05/2022;Chile;Cybernova;Pequeñas y medianas empresas;364722,00;$341500
16/05/2022;México;Cybernova;Sector público;11327,40;$6090
16/05/2022;Argentina;NexTec;Sector público;53632,82;$28227,8
16/05/2022;Chile;Cybernova;Pequeñas y medianas empresas;3396851,64;$3110670
17/05/2022;Perú;NexTec;Instituciones educativas;9732,69;$7458
17/05/2022;Chile;Cybernova;Sector público;670477,50;$579150
17/05/2022;Perú;OmegaTech;Pequeñas y medianas empresas;750537,00;$702750
19/05/2022;Argentina;NeuroNet;Sector público;573205,50;$457860
19/05/2022;México;OmegaTech;Grandes clientes;4007,64;$3303
20/05/2022;Uruguay;NeuroNet;Instituciones educativas;121712,10;$85412
20/05/2022;Uruguay;Innovatech;Instituciones educativas;104731,11;$77578,6
23/05/2022;Uruguay;OmegaTech;Sector público;9231,74;$7015
24/05/2022;Chile;NeuroNet;Sector público;50803,20;$26460
25/05/2022;Uruguay;NeuroNet;Sector público;39049,92;$21456
26/05/2022;México;NeuroNet;Sector público;44721,60;$36300
28/05/2022;Perú;NexTec;Instituciones educativas;13815,00;$9210
28/05/2022;México;Innovatech;Consumidores finales;739423,13;$676044
28/05/2022;Chile;Cybernova;Sector público;3658602,64;$2773284,8
28/05/2022;Uruguay;Cybernova;Grandes clientes;88521,39;$74596,68
29/05/2022;México;Cybernova;Instituciones educativas;108560,73;$81318,9
29/05/2022;Uruguay;Cybernova;Sector público;7247,10;$5950
30/05/2022;Perú;Innovatech;Instituciones educativas;28299,75;$19450
30/05/2022;Perú;Cybernova;Consumidores finales;1040627,19;$892579,2
30/05/2022;Argentina;NexTec;Sector público;4539,00;$2670
30/05/2022;Argentina;Cybernova;Pequeñas y medianas empresas;655578,00;$635250
31/05/2022;México;NexTec;Instituciones educativas;33001,20;$22000,8
1/06/2022;México;NeuroNet;Pequeñas y medianas empresas;236215,98;$198835
2/06/2022;Uruguay;NeuroNet;Instituciones educativas;37335,00;$26200
2/06/2022;Chile;NexTec;Instituciones educativas;22484,70;$17430
2/06/2022;Chile;NeuroNet;Instituciones educativas;81080,30;$62130,5
2/06/2022;Argentina;NeuroNet;Sector público;53808,00;$28320
2/06/2022;Uruguay;Cybernova;Pequeñas y medianas empresas;931003,47;$834232,5
3/06/2022;Chile;Cybernova;Grandes clientes;20687,16;$17433
4/06/2022;Chile;Cybernova;Sector público;281053,50;$239980
5/06/2022;Chile;NeuroNet;Sector público;597408,00;$462280
5/06/2022;México;NeuroNet;Sector público;301027,86;$230536,8
7/06/2022;Argentina;NexTec;Consumidores finales;367106,25;$335640
7/06/2022;Uruguay;Innovatech;Pequeñas y medianas empresas;344322,00;$305250
8/06/2022;Perú;NexTec;Sector público;1282854,30;$972426
8/06/2022;México;Innovatech;Sector público;61969,91;$34049,4
9/06/2022;Perú;NeuroNet;Sector público;27968,00;$15200
11/06/2022;Perú;Cybernova;Sector público;8107,96;$6295
11/06/2022;Uruguay;Cybernova;Sector público;22954,39;$17630,1
12/06/2022;México;NexTec;Instituciones educativas;3344,25;$2450
12/06/2022;México;NexTec;Grandes clientes;12747,84;$9756
13/06/2022;Argentina;NeuroNet;Instituciones educativas;159019,09;$116497,5
13/06/2022;México;NexTec;Pequeñas y medianas empresas;766413,00;$686750
13/06/2022;Uruguay;Cybernova;Grandes clientes;25542,00;$22275
14/06/2022;México;OmegaTech;Sector público;322420,00;$254800
15/06/2022;Chile;NexTec;Sector público;42613,20;$23940
15/06/2022;Uruguay;OmegaTech;Sector público;21076,44;$17107,5
15/06/2022;Argentina;OmegaTech;Pequeñas y medianas empresas;805194,00;$745550
16/06/2022;Uruguay;OmegaTech;Instituciones educativas;27972,00;$20720
17/06/2022;Uruguay;OmegaTech;Sector público;530621,00;$433160
18/06/2022;México;OmegaTech;Grandes clientes;5961,24;$5139
19/06/2022;Perú;OmegaTech;Instituciones educativas;19517,70;$15130
20/06/2022;Uruguay;NexTec;Sector público;100989,50;$51004,8
20/06/2022;México;Cybernova;Grandes clientes;8113,32;$6543
21/06/2022;Perú;NeuroNet;Sector público;691012,00;$557960
21/06/2022;México;Innovatech;Sector público;30184,00;$17150
22/06/2022;Chile;Cybernova;Sector público;775789,00;$606632
23/06/2022;Chile;OmegaTech;Consumidores finales;559322,99;$479749,2
23/06/2022;México;Cybernova;Sector público;14732,68;$12380,4
24/06/2022;México;NeuroNet;Consumidores finales;148707,69;$128880
24/06/2022;Uruguay;Cybernova;Sector público;7247,10;$5950
25/06/2022;México;NexTec;Sector público;36702,00;$20390
25/06/2022;México;OmegaTech;Sector público;583580,20;$461188
26/06/2022;Perú;NeuroNet;Sector público;43643,00;$22970
26/06/2022;México;Innovatech;Sector público;102625,60;$58310
30/06/2022;México;NeuroNet;Consumidores finales;44264,42;$40920
2/07/2022;Perú;Innovatech;Instituciones educativas;101596,10;$69825,5
2/07/2022;México;NexTec;Consumidores finales;398650,15;$345496,8
2/07/2022;México;Innovatech;Sector público;9702,78;$4950,4
2/07/2022;Chile;OmegaTech;Sector público;9457,73;$7264
3/07/2022;Argentina;OmegaTech;Grandes clientes;43005,36;$32579,82
4/07/2022;Argentina;NexTec;Sector público;1207,37;$969
4/07/2022;Argentina;NeuroNet;Sector público;694077,30;$592644
5/07/2022;Uruguay;Cybernova;Consumidores finales;112374,52;$94440
5/07/2022;Chile;OmegaTech;Consumidores finales;1121816,19;$962217,6
5/07/2022;Argentina;NexTec;Pequeñas y medianas empresas;509691,00;$466750
7/07/2022;Uruguay;Cybernova;Sector público;104379,86;$55521,2
8/07/2022;Argentina;Innovatech;Sector público;23588,80;$12820
9/07/2022;Argentina;Innovatech;Sector público;8760,47;$7192,5
10/07/2022;Chile;Innovatech;Pequeñas y medianas empresas;563304,00;$479000
11/07/2022;México;NeuroNet;Pequeñas y medianas empresas;567600,00;$537500
12/07/2022;Chile;Cybernova;Sector público;39255,90;$22823,2
13/07/2022;Uruguay;NexTec;Sector público;490952,00;$414440
13/07/2022;México;OmegaTech;Sector público;848172,50;$741260
14/07/2022;Argentina;Innovatech;Sector público;15474,55;$11635
14/07/2022;México;Cybernova;Sector público;55071,20;$29930
14/07/2022;México;Cybernova;Pequeñas y medianas empresas;1356528,00;$1130440
15/07/2022;Chile;NeuroNet;Consumidores finales;696634,62;$448500
18/07/2022;Chile;Cybernova;Sector público;978236,00;$741520
18/07/2022;Uruguay;NexTec;Sector público;1406988,24;$1111905,6
18/07/2022;Chile;NexTec;Sector público;36720,12;$29470,4
18/07/2022;Uruguay;NexTec;Grandes clientes;13369,46;$11659,41
20/07/2022;Chile;Innovatech;Instituciones educativas;32280,00;$21520
21/07/2022;México;Cybernova;Sector público;272888,00;$230360
21/07/2022;Uruguay;NexTec;Sector público;80543,88;$44746,6
23/07/2022;México;NexTec;Grandes clientes;26515,51;$20292,48
23/07/2022;México;OmegaTech;Grandes clientes;53667,00;$45225
24/07/2022;Perú;Innovatech;Sector público;10936,80;$5880
25/07/2022;Argentina;OmegaTech;Sector público;13809,18;$10065
25/07/2022;Perú;Cybernova;Grandes clientes;25932,00;$19449
26/07/2022;Chile;NexTec;Consumidores finales;499497,92;$442108,8
26/07/2022;Chile;NexTec;Pequeñas y medianas empresas;298662,00;$273500
27/07/2022;Argentina;NexTec;Instituciones educativas;139966,47;$99267
28/07/2022;Argentina;NexTec;Consumidores finales;367106,25;$335640
28/07/2022;Argentina;Cybernova;Sector público;1730,54;$1315
30/07/2022;Uruguay;Cybernova;Instituciones educativas;32670,00;$21780
30/07/2022;Chile;Innovatech;Consumidores finales;389326,67;$372321,6
31/07/2022;Perú;NexTec;Consumidores finales;406269,23;$261560
1/08/2022;Uruguay;OmegaTech;Sector público;35182,71;$25623,825
2/08/2022;México;OmegaTech;Grandes clientes;7749,28;$5866,7886
2/08/2022;Chile;OmegaTech;Grandes clientes;296735,28;$267970,8
4/08/2022;Chile;Cybernova;Sector público;632907,45;$558347,4
5/08/2022;Uruguay;Cybernova;Instituciones educativas;29329,55;$22260,3335
5/08/2022;Uruguay;Cybernova;Sector público;53370,58;$39906,72
6/08/2022;México;NexTec;Consumidores finales;32680,65;$18125,8
6/08/2022;México;Cybernova;Sector público;34325,36;$27942,8895
6/08/2022;México;Cybernova;Sector público;139701,38;$118513,2
6/08/2022;México;NeuroNet;Grandes clientes;664238,40;$518843
7/08/2022;Argentina;OmegaTech;Consumidores finales;683567,50;$512583,5
8/08/2022;Uruguay;Cybernova;Instituciones educativas;43215,41;$30612,7
8/08/2022;Uruguay;NexTec;Pequeñas y medianas empresas;27530,03;$23081,184
9/08/2022;Argentina;Innovatech;Sector público;13485,74;$10747,08
9/08/2022;Uruguay;OmegaTech;Grandes clientes;26866,04;$22351,23
11/08/2022;México;NexTec;Sector público;47041,10;$26980,05
11/08/2022;México;OmegaTech;Sector público;33437,52;$21105,75
11/08/2022;México;OmegaTech;Sector público;1177211,54;$765050
12/08/2022;México;NexTec;Consumidores finales;223264,62;$215872,5
12/08/2022;Uruguay;Cybernova;Pequeñas y medianas empresas;19844,34;$15552,45
12/08/2022;Uruguay;Cybernova;Grandes clientes;723984,24;$577543,2
13/08/2022;Chile;OmegaTech;Sector público;257219,87;$232285,872
14/08/2022;Argentina;NeuroNet;Grandes clientes;699190,31;$576152,2
15/08/2022;Uruguay;NeuroNet;Instituciones educativas;297930,84;$257955,6
15/08/2022;Perú;OmegaTech;Instituciones educativas;487188,49;$413297,772
15/08/2022;Argentina;OmegaTech;Sector público;42640,95;$33785,892
16/08/2022;México;Cybernova;Sector público;83996,74;$64972,54
16/08/2022;Argentina;Cybernova;Sector público;37282,32;$20907,8
17/08/2022;Perú;NeuroNet;Sector público;346538,12;$262481,7
17/08/2022;Argentina;NeuroNet;Grandes clientes;799812,32;$678506,688
18/08/2022;Uruguay;NexTec;Pequeñas y medianas empresas;1099880,94;$942585,684
19/08/2022;Uruguay;Innovatech;Instituciones educativas;1242496,21;$1083377,568
19/08/2022;México;NexTec;Consumidores finales;441256,27;$363607,4
20/08/2022;Chile;Cybernova;Pequeñas y medianas empresas;1157545,82;$943481,916
21/08/2022;Chile;Innovatech;Pequeñas y medianas empresas;38193,39;$30238,2
22/08/2022;Argentina;NeuroNet;Sector público;99185,42;$85000,8
23/08/2022;México;Cybernova;Pequeñas y medianas empresas;47185,15;$39255,732
24/08/2022;Argentina;NeuroNet;Sector público;132491,52;$119840
26/08/2022;Chile;Cybernova;Sector público;92765,31;$50891,554
28/08/2022;Perú;Innovatech;Sector público;88149,60;$75114
29/08/2022;Uruguay;Cybernova;Instituciones educativas;2242760,89;$1933067,136
29/08/2022;Argentina;Innovatech;Instituciones educativas;684018,00;$575392,5
29/08/2022;Uruguay;Cybernova;Sector público;10526,85;$8250,128
29/08/2022;México;Cybernova;Sector público;347980,67;$324723,6
30/08/2022;Uruguay;NexTec;Consumidores finales;3489655,68;$2725803,6
30/08/2022;Chile;Cybernova;Sector público;53806,64;$31578,054
31/08/2022;Perú;NexTec;Consumidores finales;80714,76;$69282,5
2/09/2022;Perú;OmegaTech;Instituciones educativas;294477,78;$260333,568
2/09/2022;Argentina;Cybernova;Pequeñas y medianas empresas;96238,91;$50597,304
5/09/2022;Uruguay;Cybernova;Consumidores finales;36417,93;$29838,876
5/09/2022;Perú;OmegaTech;Pequeñas y medianas empresas;56809,75;$40670,7
6/09/2022;Argentina;NeuroNet;Instituciones educativas;180943,62;$174672,792
7/09/2022;Argentina;NexTec;Pequeñas y medianas empresas;1305309,89;$1289721,504
8/09/2022;México;NexTec;Pequeñas y medianas empresas;48710,60;$28258,7
9/09/2022;Chile;NeuroNet;Instituciones educativas;2042089,66;$1752852,6
9/09/2022;Uruguay;NeuroNet;Instituciones educativas;38958,82;$21143,2
9/09/2022;Uruguay;OmegaTech;Pequeñas y medianas empresas;3542,01;$2946,78
10/09/2022;Argentina;Innovatech;Consumidores finales;490203,73;$433365,408
11/09/2022;México;OmegaTech;Sector público;20498,53;$15518,9376
11/09/2022;Perú;NexTec;Sector público;53464,69;$29653,338
12/09/2022;Argentina;Cybernova;Sector público;677840,45;$571111,216
12/09/2022;México;OmegaTech;Grandes clientes;49947,40;$42372
13/09/2022;Perú;NexTec;Consumidores finales;521715,04;$416187,2
13/09/2022;Chile;OmegaTech;Consumidores finales;613233,32;$534700,4
13/09/2022;Argentina;NexTec;Sector público;115140,17;$58113,198
14/09/2022;Argentina;OmegaTech;Instituciones educativas;39273,00;$26429
16/09/2022;Chile;OmegaTech;Consumidores finales;742259,70;$686137,5
16/09/2022;Uruguay;NeuroNet;Consumidores finales;49231,22;$41878,3662
16/09/2022;Perú;NexTec;Consumidores finales;20804,62;$11053,1
17/09/2022;Perú;Cybernova;Sector público;5279,86;$3135,1
18/09/2022;Uruguay;Cybernova;Sector público;74580,23;$50696,172
18/09/2022;Perú;Innovatech;Pequeñas y medianas empresas;20025,10;$11106,6
19/09/2022;Perú;Cybernova;Pequeñas y medianas empresas;799337,90;$723009,7
19/09/2022;Argentina;NexTec;Pequeñas y medianas empresas;526786,88;$465706,8
20/09/2022;Chile;NexTec;Sector público;41591,22;$24128,5
20/09/2022;Uruguay;NexTec;Sector público;31001,18;$21731,7
22/09/2022;Argentina;NexTec;Grandes clientes;10908,59;$8549,3
23/09/2022;Argentina;OmegaTech;Consumidores finales;11377,40;$9678,15
23/09/2022;Perú;NeuroNet;Sector público;218049,93;$123655,62
25/09/2022;Chile;Cybernova;Grandes clientes;27701,58;$20713,274
28/09/2022;Argentina;NeuroNet;Instituciones educativas;47333,87;$24885,632
28/09/2022;Chile;NeuroNet;Sector público;696755,62;$658547,55
29/09/2022;Perú;NexTec;Consumidores finales;38078,08;$24034,875
29/09/2022;México;Cybernova;Grandes clientes;31478,82;$16724,1
1/10/2022;Argentina;NexTec;Sector público;978040,80;$934912,5
2/10/2022;Chile;Innovatech;Sector público;409126,08;$400180
2/10/2022;Chile;NeuroNet;Sector público;150389,61;$106532,196
2/10/2022;Uruguay;OmegaTech;Pequeñas y medianas empresas;678317,85;$598408,2
3/10/2022;Uruguay;Cybernova;Consumidores finales;9507,91;$7293,013
4/10/2022;Uruguay;Cybernova;Consumidores finales;67693,31;$55464,22575
4/10/2022;Argentina;Cybernova;Sector público;21491,71;$11299,2
4/10/2022;Chile;NeuroNet;Grandes clientes;7463,41;$5435,6535
5/10/2022;Chile;NeuroNet;Instituciones educativas;63677,59;$42852,216
5/10/2022;Uruguay;OmegaTech;Sector público;3331,28;$2610,8
7/10/2022;Argentina;Cybernova;Instituciones educativas;11758,53;$7992,9
8/10/2022;Perú;NexTec;Sector público;757938,88;$741365,55
8/10/2022;Argentina;Innovatech;Sector público;9646,08;$7376,58
8/10/2022;Uruguay;NexTec;Grandes clientes;14235,72;$10997,46
9/10/2022;Perú;Innovatech;Instituciones educativas;32851,31;$23518,6
12/10/2022;Chile;NexTec;Instituciones educativas;3713,86;$3113,7
12/10/2022;Chile;OmegaTech;Consumidores finales;719697,60;$658050
12/10/2022;Perú;Cybernova;Sector público;1288636,15;$1027982,384
12/10/2022;Argentina;NexTec;Sector público;672205,18;$586120,106
12/10/2022;México;Cybernova;Pequeñas y medianas empresas;304730,50;$275632
12/10/2022;Argentina;NexTec;Pequeñas y medianas empresas;22867,38;$16371
13/10/2022;Argentina;OmegaTech;Sector público;183231,26;$140121,101
13/10/2022;Chile;Innovatech;Pequeñas y medianas empresas;86405,82;$46394,13
13/10/2022;Uruguay;Innovatech;Grandes clientes;244088,91;$209516,7
14/10/2022;Uruguay;Cybernova;Sector público;2468600,93;$2307305,2
15/10/2022;México;NeuroNet;Instituciones educativas;2340,27;$1814,399
15/10/2022;Argentina;NeuroNet;Sector público;6684,11;$5816,52
16/10/2022;Perú;Cybernova;Consumidores finales;39905,02;$30286,8315
16/10/2022;Perú;NeuroNet;Pequeñas y medianas empresas;11863,47;$9004,05
17/10/2022;Argentina;NexTec;Consumidores finales;585534,46;$467097,8
18/10/2022;Argentina;Cybernova;Grandes clientes;25533,62;$20215,296
19/10/2022;Argentina;Innovatech;Sector público;15597,58;$11475,75
19/10/2022;México;OmegaTech;Sector público;166593,08;$86682,84
21/10/2022;México;OmegaTech;Sector público;124208,33;$106858,0431
21/10/2022;México;Innovatech;Sector público;45276,12;$34234,65
21/10/2022;Chile;Innovatech;Grandes clientes;102249,23;$90393,6
22/10/2022;Uruguay;NexTec;Instituciones educativas;842107,38;$778435,7
22/10/2022;Argentina;NexTec;Consumidores finales;35509,31;$27466,9
22/10/2022;Uruguay;NeuroNet;Consumidores finales;9297,41;$7131,55
23/10/2022;Uruguay;NeuroNet;Sector público;113585,36;$95700,8
23/10/2022;Perú;NeuroNet;Pequeñas y medianas empresas;55548,34;$29511,777
24/10/2022;Chile;OmegaTech;Consumidores finales;7167,72;$5243
24/10/2022;México;NexTec;Consumidores finales;73851,18;$39653,13
24/10/2022;Chile;OmegaTech;Sector público;4065486,12;$3110782,324
24/10/2022;Uruguay;OmegaTech;Pequeñas y medianas empresas;11045,86;$9260,85
24/10/2022;Perú;Innovatech;Grandes clientes;13838,53;$12042,315
25/10/2022;Uruguay;Cybernova;Consumidores finales;19947,93;$10710,7
25/10/2022;Chile;NexTec;Grandes clientes;23002,85;$13193,1
28/10/2022;Argentina;NeuroNet;Consumidores finales;253533,98;$202251,4
28/10/2022;México;NeuroNet;Consumidores finales;616970,88;$540617,5
28/10/2022;Chile;NeuroNet;Grandes clientes;2957127,92;$2674753,9
28/10/2022;Argentina;OmegaTech;Grandes clientes;44446,62;$19441,9
29/10/2022;Perú;OmegaTech;Instituciones educativas;740508,88;$631002,112
30/10/2022;Perú;Cybernova;Sector público;102249,23;$90393,6
31/10/2022;México;Cybernova;Consumidores finales;43213,94;$33815,21
31/10/2022;Perú;NexTec;Consumidores finales;11239,07;$7094,1
31/10/2022;Chile;Cybernova;Pequeñas y medianas empresas;23109,70;$16199,8
1/11/2022;Perú;Cybernova;Grandes clientes;3007949,28;$2349538,1
2/11/2022;Perú;NeuroNet;Pequeñas y medianas empresas;41150,32;$22575,288
5/11/2022;Perú;Innovatech;Sector público;1323633,17;$1154123,828
5/11/2022;Perú;NexTec;Sector público;123970,91;$105455,4336
6/11/2022;México;OmegaTech;Sector público;30870,96;$22100,85
7/11/2022;Perú;NexTec;Sector público;329490,80;$285738,15
7/11/2022;Chile;Cybernova;Grandes clientes;644915,01;$637213,248
8/11/2022;Chile;NexTec;Consumidores finales;382552,94;$333561,8
8/11/2022;Perú;Cybernova;Sector público;1836743,83;$1565125,38
8/11/2022;Argentina;Innovatech;Grandes clientes;244128,60;$228177,5
9/11/2022;Perú;Innovatech;Grandes clientes;1166313,95;$1009822,344
10/11/2022;Argentina;Innovatech;Instituciones educativas;72749,52;$53524,6635
13/11/2022;Argentina;Cybernova;Instituciones educativas;117490,44;$65888,246
13/11/2022;Argentina;NeuroNet;Instituciones educativas;142826,23;$80996,432
15/11/2022;Chile;OmegaTech;Sector público;567452,27;$492101,025
16/11/2022;Chile;Innovatech;Instituciones educativas;11275,80;$7588,119
16/11/2022;Argentina;Cybernova;Consumidores finales;202866,96;$165350,952
16/11/2022;Perú;OmegaTech;Sector público;1352541,86;$1165774,844
16/11/2022;Perú;Innovatech;Pequeñas y medianas empresas;503349,48;$455285
16/11/2022;Perú;Cybernova;Pequeñas y medianas empresas;9351,38;$7317,516
17/11/2022;Argentina;OmegaTech;Pequeñas y medianas empresas;14995,93;$11146,832
17/11/2022;Uruguay;Innovatech;Pequeñas y medianas empresas;22641,09;$18836,28
18/11/2022;México;NeuroNet;Sector público;28016,44;$15204,7
18/11/2022;Perú;OmegaTech;Sector público;97587,84;$76226,8
19/11/2022;Perú;NexTec;Sector público;10916,75;$8463,7
19/11/2022;Chile;Innovatech;Pequeñas y medianas empresas;73257,74;$51353,366
19/11/2022;México;NexTec;Pequeñas y medianas empresas;208395,55;$190240,008
20/11/2022;Uruguay;OmegaTech;Consumidores finales;14434,75;$9020,1
20/11/2022;México;Cybernova;Sector público;94858,45;$74227,398
21/11/2022;México;Cybernova;Instituciones educativas;228171,42;$197556,24
21/11/2022;Uruguay;NeuroNet;Grandes clientes;7757,00;$6453,4482
22/11/2022;Perú;Innovatech;Sector público;25679,14;$13225,2
23/11/2022;Argentina;Cybernova;Sector público;46285,40;$38805,69
23/11/2022;Perú;NeuroNet;Pequeñas y medianas empresas;4740,32;$2782
24/11/2022;Chile;NeuroNet;Instituciones educativas;283768,22;$280379,376
25/11/2022;Chile;Cybernova;Sector público;5530,05;$4381,65
25/11/2022;Perú;NexTec;Grandes clientes;4598,28;$2578,7
26/11/2022;Argentina;NexTec;Sector público;44446,62;$19441,9
26/11/2022;Perú;NexTec;Sector público;32028,96;$24248,34
27/11/2022;Chile;Innovatech;Sector público;724400,82;$615517,5
